,author_name,tag
50,Administrator,"['Dog_Family', 'Others', 'Gear', 'Other_Animal_Food', 'Dog_Giving', 'Mixes_Cross', 'Meet_Memory']"
51,AdoJrts,"['Dog_Family', 'Dog_Challenge', 'Others', 'Gear', 'Toy_Poodle', 'Food_Brand', 'Author_Interest']"
52,Adorable,"['Food_Brand', 'Others', 'Shih_Tzu', 'Welcome_New_Partner']"
53,Adrian,"['Parasite_Infection', 'Dog_Family', 'Gear', 'Welcome_New_Partner', 'Mixes_Cross', 'Bedding']"
54,Aela Mae,"['Toy_Poodle', 'Bedding', 'Hereditary_Disease', 'Others']"
55,Aeva,"['Toy_Poodle', 'Others']"
56,Ag151309,['Shih_Tzu']
57,AgMarl,['Catahoula']
58,Agent769,['Shih_Tzu']
59,AggieCwgrl,"['Mixes_Cross', 'Accident']"
60,AggieHawk,"['Toy_Poodle', 'Others', 'Other_Pets', 'Collar']"
61,AgilityOlive,"['Flying_Disc', 'Collar', 'Outside_Dog', 'Others', 'Skin_Clean_Allergy', 'Meet_Memory', 'Bedding']"
62,Ahanix,['Shih_Tzu']
63,Aiden,"['Mixes_Cross', 'Skin_Clean_Allergy']"
64,Aimeeshweet,['Shih_Tzu']
65,Aimeestella,"['Others', 'Shih_Tzu']"
66,AirandBone,['Small_Dog']
67,Ajbishop2,['Shih_Tzu']
68,Ajgritz,['Shih_Tzu']
69,AkCrimson,"['Toy_Poodle', 'Dog_Giving', 'Others', 'Digestive_System']"
70,Akayy1,['Shih_Tzu']
71,Akitadog24,"['Bulls', 'Dog_Family', 'Accident']"
72,Ala1234,['Outside_Dog']
73,Alashay,"['Shih_Tzu', 'Dog_Daily_Life']"
74,Alba,"['Dog_Racing', 'Outside_Dog', 'Others', 'Other_Pets', 'Clothes', 'Fierce_Dog', 'Hair_Combing', 'Dog_Giving', 'Hereditary_Disease']"
75,Albany,"['Dog_Family', 'Outside_Dog']"
76,AlbinoRose,['Shih_Tzu']
77,Alethea,"['Mouth', 'Dog_Challenge', 'Others', 'Fierce_Dog', 'Dog_Pray', 'Dog_Giving', 'Mouth_Clean', 'Hereditary_Disease', 'Mixes_Cross']"
78,Alexisharris602,['Shih_Tzu']
79,Alexp1188,['Small_Dog']
80,Alexs15,['Shih_Tzu']
81,Alezwulf,"['Clothes', 'Small_Dog']"
82,AlfieTheDachshund,"['Meet_Memory', 'Catahoula', 'Digestive_System']"
83,Ali Fish4Dogs,"['Toy_Poodle', 'Excretory_System', 'Discussion_Question']"
84,Alia,"['Others', 'Train_Care', 'Welcome_New_Partner', 'Mixes_Cross', 'Color', 'Author_Interest']"
85,AliasAussies,"['Breed_Color', 'Grooming_Tools', 'Other_Animal_Food', 'Others']"
86,Alice Cooper,"['Collar', 'Others', 'Outside_Dog']"
87,Aliivs,"['Mouth', 'Dog_Family', 'Others', 'Dog_Film', 'Dog_Giving', 'Toy_Poodle', 'Discussion_Question', 'Food_Ingredient']"
88,Alisa,"['Accident', 'Shih_Tzu']"
89,Alison78,"['Toy_Poodle', 'Others']"
90,AllAboutDogsNet,['Small_Dog']
91,Alla and Frodo,"['Breed_Color', 'Parasite_Infection', 'Catahoula', 'Collar', 'Others', 'Food_Brand', 'Author_Interest']"
92,Allatonce,"['Others', 'Other_Animal_Food', 'Toy_Poodle', 'Grooming_Tools', 'Color', 'Accident']"
93,Allianna,"['Others', 'Other_Pets', 'Train_Care', 'Toy_Poodle', 'Emotion']"
94,AllieD,"['Breed_Color', 'Parasite_Infection', 'Dog_Challenge', 'Collar', 'Others', 'Fierce_Dog', 'Condolences', 'Dog_Giving', 'Grooming_Tools', 'Food_Brand', 'Meet_Memory']"
95,AllieJ333,"['Toy_Poodle', 'Fierce_Dog']"
96,Alliieeseven,['Small_Dog']
97,Alltornup,"['Parasite_Infection', 'Shih_Tzu', 'Dog_Film']"
98,Alpha Runt,"['Collar', 'Shih_Tzu']"
99,AltaikaTai,"['Breed_Color', 'Others', 'Dog_Giving', 'Mouth_Clean', 'Food_Brand', 'Mixes_Cross', 'Accident']"
100,Altra,"['Mouth', 'Others', 'Skin_Clean_Allergy', 'Gear', 'Toy_Poodle', 'Dog_Daily_Life']"
101,Alwassup4you,['Small_Dog']
102,AlwaysTomboy,"['Dog_Family', 'Collar', 'Others', 'Skin_Clean_Allergy', 'Dog_Daily_Life', 'Behavior_Play_Outside', 'Food_Brand', 'Mixes_Cross', 'Accident']"
103,AlyKat,"['Outside_Dog', 'Rare_Guide', 'Dog_Giving', 'Hereditary_Disease', 'Author_Interest']"
104,AlynZoey,['Shih_Tzu']
105,AlyshaAndDaisy,"['Skin_Clean_Allergy', 'Food_Brand', 'Shih_Tzu', 'Others']"
106,AlyssumsMum,"['Dog_Family', 'Others', 'Train_Care', 'Dog_Giving', 'Toy_Poodle', 'Behavior_Play_Outside']"
107,Amanda1472,"['Collar', 'Others', 'Toy_Poodle', 'Grooming_Tools', 'Food_Brand', 'Accident']"
108,AmandaB,"['Parasite_Infection', 'Dog_Challenge', 'Others', 'Fierce_Dog', 'Dog_Pray', 'Dog_Giving', 'Mouth_Clean', 'Bulls', 'Food_Brand', 'Author_Interest']"
109,AmandaM,"['Dog_Racing', 'Others', 'Other_Pets', 'Train_Care', 'Condolences', 'Toy_Poodle', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Ingredient', 'Color', 'Dog_Daily_Life']"
110,AmandaNola,"['Parasite_Infection', 'Flying_Disc', 'Others', 'Dog_Film', 'Condolences', 'Toy_Poodle', 'Mouth_Clean', 'Food_Brand', 'Color', 'Author_Interest']"
111,Amandalaynee,"['Others', 'Bulls', 'Behavior_Play_Outside', 'Dog_Tracking', 'Food_Brand', 'Emotion']"
112,AmazingMutts,"['Toy_Poodle', 'Hereditary_Disease', 'Gear', 'Others']"
113,AmberH,"['Parasite_Infection', 'Shih_Tzu', 'Dog_Film', 'Other_Pets', 'Others', 'Skin_Clean_Allergy', 'Dog_Giving', 'Food_Brand', 'Color']"
114,AmberliG,"['Mixes_Cross', 'Rare_Guide', 'Discussion_Question', 'Emotion']"
115,Amblin Cowgirl,"['Others', 'Shih_Tzu']"
116,Ameera,"['Small_Dog', 'Others', 'Emotion']"
117,AmpleNM,['Others']
118,AmyBrooks,"['Skin_Clean_Allergy', 'Meet_Memory', 'Catahoula', 'Others']"
119,AnabelleC,"['Others', 'Shih_Tzu']"
120,Anagelys25,['Bulls']
121,Analoves95,['Small_Dog']
122,Anders88,['Shih_Tzu']
123,AndrejKosevski,['Breed_Color']
124,Andrew Farag,['Shih_Tzu']
125,AndrewsPistol,"['Outside_Dog', 'Others', 'Clothes', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Brand']"
126,AndwadInLove,"['Toy_Poodle', 'Hereditary_Disease', 'Others', 'Dog_Film']"
127,Andy Mopley,"['Mouth', 'Collar', 'Others', 'Shih_Tzu', 'Hereditary_Disease']"
128,AngelBoa,"['Mouth', 'Parasite_Infection', 'Catahoula', 'Others', 'Discussion_Question']"
129,Angelzeyz86,['Small_Dog']
130,Animal Lover,"['Outside_Dog', 'Others', 'Other_Pets', 'Fierce_Dog', 'Gear', 'Other_Animal_Food', 'Dog_Giving', 'Hereditary_Disease', 'Bedding']"
131,Animal Mother,"['Bulls', 'Food_Ingredient', 'Nutrition']"
132,AnimalAnimeLover,"['Collar', 'Others', 'Shih_Tzu', 'Food_Brand', 'Meet_Memory']"
133,Animalia,['Shih_Tzu']
134,AnimalsAll,['Shih_Tzu']
135,Anna,['Toy_Poodle']
136,Anna17,"['Bulls', 'Rare_Guide', 'Others']"
137,AnnaSunflower,"['Mouth', 'Outside_Dog', 'Others', 'Train_Care', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Brand', 'Meet_Memory']"
138,Annabel,['Toy_Poodle']
139,AnnieBearBites101,['Shih_Tzu']
140,Annieshuman,"['Catahoula', 'Others']"
141,Annmcc1976,"['Mouth', 'Shih_Tzu', 'Others', 'Fierce_Dog', 'Dog_Giving', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Food_Brand']"
142,Annubis,['Shih_Tzu']
143,Antdweaver,['Small_Dog']
144,Anthonxy,['Shih_Tzu']
145,Antje,['Toy_Poodle']
146,Appaloosa,"['Mouth', 'Dog_Family', 'Others', 'Shih_Tzu', 'Digestive_System', 'Other_Pets', 'Training', 'Grooming_Tools', 'Accident']"
147,ApplejackMom,"['Collar', 'Others', 'Dog_Pray', 'Toy_Poodle', 'Hereditary_Disease', 'Meet_Memory', 'Emotion', 'Bedding']"
148,April8234,['Shih_Tzu']
149,AprilNFred,"['Mouth', 'Collar', 'Others', 'Shih_Tzu', 'Dog_Daily_Life']"
150,Archimedes,['Shih_Tzu']
151,ArcticRain,"['Toy_Poodle', 'Mouth', 'Others', 'Dog_Daily_Life']"
152,ArcticShrike,['Outside_Dog']
153,Ardennais,"['Breed_Color', 'Mouth', 'Parasite_Infection', 'Dog_Family', 'Catahoula', 'Others', 'Skin_Clean_Allergy', 'Gear', 'Food_Brand']"
154,Arhunter0417,['Shih_Tzu']
155,AriLovesDogs,['Toy_Poodle']
156,Aria,"['Toy_Poodle', 'Others', 'Dog_Film']"
157,ArielAlpuin,['Shih_Tzu']
158,Ariesmom63,"['Outside_Dog', 'Others', 'Other_Pets', 'Train_Care', 'Dog_Pray', 'Dog_Giving']"
159,Arimus66,['Shih_Tzu']
160,Ark,"['Collar', 'Others', 'Other_Pets', 'Hair_Combing', 'Training', 'Toy_Poodle', 'Food_Brand']"
161,Arooroomom,"['Meet_Memory', 'Others']"
162,Arrielle,['Mixes_Cross']
163,Arrow,['Shih_Tzu']
164,Artdog,"['Flying_Disc', 'Dog_Family', 'Collar', 'Skin_Clean_Allergy', 'Train_Care', 'Training', 'Toy_Poodle', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Food_Brand']"
165,Artemis the Dog,"['Bulls', 'Dog_Family', 'Dog_Film']"
166,ArtemisOwl,"['Catahoula', 'Dog_Daily_Life']"
167,Arthur Olsen,"['Discussion_Question', 'Bulls', 'Accident']"
168,Arwen,"['Collar', 'Others', 'Skin_Clean_Allergy', 'Training', 'Toy_Poodle', 'Hereditary_Disease', 'Meet_Memory']"
169,AshBahamas,"['Small_Dog', 'Hereditary_Disease']"
170,AshleeN8604,['Shih_Tzu']
171,Ashleigh24,['Catahoula']
172,AshleyMMacNicol,"['Mixes_Cross', 'Food_Brand']"
173,AshleyNicole90,['Outside_Dog']
174,Ashmarie,['Shih_Tzu']
175,Ashmuddy,['Catahoula']
176,Aspen726,"['Parasite_Infection', 'Flying_Disc', 'Collar', 'Others', 'Gear', 'Dog_Pray', 'Mouth_Clean', 'Food_Brand', 'Mixes_Cross', 'Author_Interest']"
177,Astaple51,"['Fierce_Dog', 'Outside_Dog']"
178,Astranger,"['Small_Dog', 'Dog_Family']"
179,Astroquack,"['Parasite_Infection', 'Others', 'Allergy_Food', 'Shih_Tzu']"
180,At Whitts End,"['Breed_Color', 'Parasite_Infection', 'Dog_Family']"
181,Atar26,['Others']
182,Atharsam,['Catahoula']
183,Athena,"['Catahoula', 'Others', 'Skin_Clean_Allergy', 'Train_Care', 'Grooming_Tools', 'Food_Brand', 'Welcome_New_Partner', 'Color']"
184,Atmospheric,"['Discussion_Question', 'Shih_Tzu']"
185,AussieLuv,"['Meet_Memory', 'Shih_Tzu']"
186,AussieMaksi,['Shih_Tzu']
187,Aussieguru,"['Collar', 'Others', 'Hair_Combing', 'Training', 'Hereditary_Disease', 'Mixes_Cross', 'Food_Ingredient']"
188,Aussies2nitro,['Mixes_Cross']
189,Aussies4life,"['Others', 'Outside_Dog']"
190,AustinB,"['Collar', 'Digestive_System', 'Skin_Clean_Allergy', 'Grooming_Tools', 'Behavior_Play_Outside', 'Mixes_Cross']"
191,Autumn,"['Mixes_Cross', 'Fierce_Dog', 'Dog_Family', 'Training']"
192,Autumnwolf,"['Breed_Color', 'Mouth', 'Dog_Challenge', 'Collar', 'Others', 'Skin_Clean_Allergy', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Brand']"
193,AvBernardo,"['Discussion_Question', 'Parasite_Infection', 'Outside_Dog']"
194,Ava,"['Other_Pets', 'Condolences', 'Training', 'Mixes_Cross', 'Nutrition', 'Color', 'Accident']"
195,Axl,"['Toy_Poodle', 'Allergy_Food']"
196,AxlRosel,"['Others', 'Shih_Tzu']"
197,Axvald,['Outside_Dog']
198,Ayylevine9,"['Small_Dog', 'Others', 'Skin_Clean_Allergy']"
199,Azab,"['Breed_Color', 'Others']"
200,BCastle,['Outside_Dog']
201,BOHICA Bay,"['Mouth', 'Dog_Family', 'Others', 'Gear', 'Other_Animal_Food', 'Training', 'Meet_Memory', 'Mixes_Cross', 'Bedding']"
202,BScan,"['Breed_Color', 'Author_Interest']"
203,Babarker3,['Catahoula']
204,BabyB,['Shih_Tzu']
205,Babykicks03,"['Bulls', 'Others']"
206,Badfish,['Outside_Dog']
207,Baggsy,"['Others', 'Collar', 'Bulls', 'Hereditary_Disease', 'Dog_Daily_Life']"
208,BamaBully,"['Collar', 'Meet_Memory', 'Shih_Tzu']"
209,BambysHuman,['Small_Dog']
210,Bananamuffin,"['Collar', 'Others', 'Dog_Giving', 'Hereditary_Disease', 'Food_Brand', 'Mixes_Cross', 'Meet_Memory', 'Color']"
211,BanditHuyana,"['Collar', 'Outside_Dog', 'Dog_Giving', 'Hereditary_Disease', 'Meet_Memory', 'Accident']"
212,BanditsMom,"['Mouth', 'Collar', 'Others', 'Cancer_Tumor', 'Toy_Poodle', 'Meet_Memory', 'Food_Brand', 'Bedding']"
213,Bandy105,"['Toy_Poodle', 'Cancer_Tumor', 'Author_Interest']"
214,Banter,"['Others', 'Cancer_Tumor', 'Gear', 'Dog_Daily_Life', 'Food_Brand', 'Accident']"
215,Barb,"['Breed_Color', 'Mouth', 'Collar', 'Others', 'Dog_Pray', 'Dog_Giving', 'Hereditary_Disease', 'Grooming_Tools', 'Behavior_Play_Outside', 'Food_Brand']"
216,Barghest,"['Collar', 'Others', 'Train_Care', 'Other_Animal_Food', 'Training', 'Toy_Poodle', 'Hereditary_Disease', 'Author_Interest']"
217,BarkBarkWoofWoof,"['Others', 'Dog_Pray', 'Dog_Giving', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Bedding']"
218,BarkingPup,"['Allergy_Food', 'Flying_Disc', 'Collar', 'Others', 'Dog_Giving', 'Hereditary_Disease', 'Mixes_Cross', 'Bedding', 'Author_Interest']"
219,BarkyCollies,"['Shih_Tzu', 'Others', 'Clothes', 'Fierce_Dog', 'Hereditary_Disease', 'Bedding']"
220,BarkyMalarkey,"['Dog_Family', 'Collar', 'Others', 'Other_Animal_Food', 'Dog_Pray', 'Training', 'Grooming_Tools', 'Behavior_Play_Outside', 'Mixes_Cross', 'Accident']"
221,BarneysMom,"['Shih_Tzu', 'Others', 'Skin_Clean_Allergy', 'Gear', 'Food_Brand', 'Welcome_New_Partner']"
222,BasenjiDave,['Others']
223,Basiiil,['Small_Dog']
224,Basset craz,"['Outside_Dog', 'Others', 'Other_Pets', 'Fierce_Dog', 'Hereditary_Disease', 'Grooming_Tools']"
225,Bastet,"['Parasite_Infection', 'Others', 'Collar', 'Toy_Poodle', 'Food_Brand']"
226,BayGirl,"['Behavior_Play_Outside', 'Catahoula']"
227,Bayl33,['Shih_Tzu']
228,Bb29,['Catahoula']
229,Bdod,['Shih_Tzu']
230,Beagle911,"['Train_Care', 'Shih_Tzu']"
231,Bear91,"['Others', 'Outside_Dog', 'Digestive_System', 'Cancer_Tumor', 'Discussion_Question']"
232,Beast12,['Outside_Dog']
233,Beatha,"['Breed_Color', 'Mouth', 'Collar', 'Shih_Tzu', 'Others', 'Grooming_Tools']"
234,Beauce38,"['Cancer_Tumor', 'Clothes', 'Behavior_Play_Outside', 'Outside_Dog']"
235,BedlingtonBabe,"['Dog_Challenge', 'Collar', 'Others', 'Discussion_Question', 'Hair_Combing', 'Dog_Pray', 'Hereditary_Disease', 'Food_Brand', 'Mixes_Cross']"
236,Beginner112,['Small_Dog']
237,Belinda,['Small_Dog']
238,Bella1986,"['Others', 'Shih_Tzu', 'Welcome_New_Partner']"
239,Bella33,['Mixes_Cross']
240,BellaScarlett,"['Collar', 'Others', 'Skin_Clean_Allergy', 'Condolences', 'Toy_Poodle', 'Behavior_Play_Outside', 'Food_Brand', 'Nutrition']"
241,Belle,"['Collar', 'Gear', 'Hair_Combing', 'Dog_Pray', 'Toy_Poodle', 'Meet_Memory']"
242,Belle and Jack,"['Others', 'Catahoula', 'Collar', 'Dog_Giving']"
243,Belle32,['Catahoula']
244,BellsMommy22,"['Gear', 'Shih_Tzu']"
245,Benedikt,"['Others', 'Outside_Dog', 'Rare_Guide', 'Excretory_System', 'Meet_Memory']"
246,BenjiMurray,"['Other_Pets', 'Shih_Tzu']"
247,Benjinator,"['Others', 'Collar', 'Training', 'Toy_Poodle', 'Bedding']"
248,BennieGamali,"['Others', 'Hair_Combing', 'Hereditary_Disease', 'Food_Brand', 'Mixes_Cross', 'Color', 'Dog_Daily_Life']"
249,Bensonmjc,['Shih_Tzu']
250,Bentwings,"['Dog_Family', 'Collar', 'Gear', 'Hair_Combing', 'Training', 'Toy_Poodle', 'Dog_Tracking', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Food_Brand']"
251,Berchtwald,['Shih_Tzu']
252,Berkley,['Outside_Dog']
253,Bernation,['Shih_Tzu']
254,BernerGregg,['Outside_Dog']
255,Besoeker,"['Collar', 'Others', 'Digestive_System', 'Clothes', 'Skin_Clean_Allergy', 'Dog_Giving', 'Behavior_Play_Outside', 'Mixes_Cross']"
256,Bessica Cheesepuff,"['Allergy_Food', 'Collar', 'Shih_Tzu', 'Others', 'Clothes', 'Skin_Clean_Allergy', 'Meet_Memory', 'Dog_Daily_Life']"
257,Beta Man,"['Breed_Color', 'Parasite_Infection', 'Catahoula', 'Others', 'Digestive_System', 'Hair_Combing', 'Behavior_Play_Outside', 'Accident']"
258,Beth,['Toy_Poodle']
259,BethApril,"['Collar', 'Parasite_Infection', 'Others', 'Shih_Tzu']"
260,BexBourhill,['Toy_Poodle']
261,Bexx,"['Collar', 'Others', 'Hereditary_Disease', 'Food_Brand', 'Mixes_Cross', 'Dog_Daily_Life']"
262,Bhawkins0711,"['Collar', 'Shih_Tzu', 'Dog_Giving', 'Hereditary_Disease', 'Food_Brand']"
263,BichonBetty,['Small_Dog']
264,BiczMyBoy,"['Mouth', 'Allergy_Food', 'Others', 'Shih_Tzu']"
265,Bigargylesock,"['Shih_Tzu', 'Dog_Film', 'Others', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Brand', 'Emotion', 'Author_Interest']"
266,Bigdoglover,"['Toy_Poodle', 'Hereditary_Disease', 'Meet_Memory', 'Others']"
267,Biker3,"['Cancer_Tumor', 'Meet_Memory', 'Shih_Tzu']"
268,BilboBaggins,['Catahoula']
269,BillMolton,"['Toy_Poodle', 'Others']"
270,Billie116,"['Others', 'Dog_Pray', 'Toy_Poodle', 'Welcome_New_Partner', 'Meet_Memory', 'Accident']"
271,Billy Wolf,['Shih_Tzu']
272,BillyGjr,['Mixes_Cross']
273,Bingo3126,"['Breed_Color', 'Parasite_Infection']"
274,Binkalette,"['Mouth', 'Others', 'Other_Pets', 'Bedding', 'Gear', 'Dog_Giving', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Ingredient']"
275,Birdguy321,['Toy_Poodle']
276,Biscuit,['Small_Dog']
277,BlacDog,"['Flying_Disc', 'Dog_Family', 'Collar', 'Others', 'Mouth_Clean', 'Hereditary_Disease', 'Excretory_System', 'Accident']"
278,BlackShadowCaneCorso,"['Dog_Family', 'Others', 'Dog_Giving', 'Excretory_System', 'Mixes_Cross', 'Meet_Memory', 'Accident']"
279,Blanco,"['Parasite_Infection', 'Collar', 'Outside_Dog', 'Other_Pets', 'Others', 'Clothes', 'Mouth_Clean', 'Excretory_System', 'Welcome_New_Partner']"
280,Blaze,['Shih_Tzu']
281,Blitz Around,['Catahoula']
282,Blizzard,"['Small_Dog', 'Fierce_Dog', 'Dog_Giving', 'Condolences']"
283,BloodhoundMomma,['Catahoula']
284,Blossom,"['Toy_Poodle', 'Discussion_Question']"
285,Blossoms,['Bulls']
286,BluMagic,"['Other_Pets', 'Fierce_Dog', 'Outside_Dog']"
287,BluStaff,"['Gear', 'Shih_Tzu']"
288,Blue Fox,"['Others', 'Dog_Film', 'Other_Animal_Food', 'Toy_Poodle', 'Grooming_Tools', 'Meet_Memory']"
289,Blue Topaz,"['Collar', 'Others', 'Dog_Pray', 'Toy_Poodle', 'Mouth_Clean', 'Food_Brand', 'Discussion_Question', 'Dog_Daily_Life']"
290,Blue pup,"['Breed_Color', 'Mouth', 'Others', 'Skin_Clean_Allergy', 'Fierce_Dog', 'Dog_Pray', 'Dog_Tracking', 'Food_Brand', 'Mixes_Cross', 'Author_Interest']"
291,BlueEyedHusky,"['Dog_Family', 'Outside_Dog', 'Others', 'Other_Pets', 'Fierce_Dog', 'Hereditary_Disease']"
292,BlueUniverse,"['Toy_Poodle', 'Meet_Memory', 'Collar']"
293,Bluemchen,"['Allergy_Food', 'Collar', 'Others', 'Clothes', 'Dog_Pray', 'Training', 'Toy_Poodle', 'Hereditary_Disease', 'Behavior_Play_Outside']"
294,Bluesky1116,"['Small_Dog', 'Collar', 'Others', 'Gear', 'Training', 'Grooming_Tools']"
295,BoBoWorld,['Shih_Tzu']
296,Bob The Dog,"['Breed_Color', 'Flying_Disc', 'Dog_Family', 'Others', 'Digestive_System', 'Clothes', 'Gear', 'Condolences', 'Training', 'Discussion_Question', 'Bedding']"
297,Bobo11420,"['Hereditary_Disease', 'Others', 'Outside_Dog']"
298,BoesMommy,"['Fierce_Dog', 'Catahoula', 'Others']"
299,Bolt5488,"['Collar', 'Others', 'Other_Pets', 'Cancer_Tumor', 'Food_Brand', 'Dog_Daily_Life']"
300,Bommeroo,"['Others', 'Cancer_Tumor', 'Fierce_Dog', 'Training', 'Food_Brand']"
301,Bonnie,"['Parasite_Infection', 'Shih_Tzu', 'Dog_Daily_Life']"
302,Boofp,"['Mouth', 'Outside_Dog', 'Dog_Film', 'Others', 'Nutrition', 'Meet_Memory', 'Dog_Daily_Life']"
303,Boogie28,['Outside_Dog']
304,Boonaunie,"['Mouth_Clean', 'Hereditary_Disease', 'Others']"
305,Borador,"['Toy_Poodle', 'Gear']"
306,BorderGal,"['Parasite_Infection', 'Collar', 'Skin_Clean_Allergy', 'Dog_Giving', 'Toy_Poodle']"
307,BorderKelpie,['Catahoula']
308,Bordercollie,"['Collar', 'Outside_Dog', 'Others', 'Training', 'Hereditary_Disease', 'Grooming_Tools', 'Food_Brand', 'Discussion_Question', 'Accident']"
309,Bordercollielove,"['Allergy_Food', 'Catahoula']"
310,Borg34572,"['Mouth', 'Others', 'Condolences', 'Dog_Daily_Life', 'Hereditary_Disease', 'Food_Brand', 'Mixes_Cross', 'Meet_Memory', 'Accident']"
311,BostonBullMama,"['Breed_Color', 'Others', 'Gear', 'Mouth_Clean', 'Behavior_Play_Outside', 'Food_Brand']"
312,Boudicca,"['Dog_Family', 'Others']"
313,Bowhunter1518,['Toy_Poodle']
314,Bowietheboxer23,['Small_Dog']
315,BoxLove,"['Breed_Color', 'Mouth', 'Others', 'Other_Pets', 'Skin_Clean_Allergy', 'Dog_Giving', 'Food_Brand', 'Nutrition', 'Accident']"
316,Boxerknwldge,"['Mixes_Cross', 'Dog_Family']"
317,Boxerluv,"['Dog_Challenge', 'Others', 'Other_Pets', 'Fierce_Dog', 'Gear', 'Condolences', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Brand']"
318,Bpmarmstrong,['Catahoula']
319,BradyButtsMama,"['Food_Brand', 'Gear', 'Others', 'Meet_Memory']"
320,Brandirock13,"['Shih_Tzu', 'Dog_Giving']"
321,Brandon Burge,"['Small_Dog', 'Skin_Clean_Allergy']"
322,Brandon Green,['Shih_Tzu']
323,BrandonT1858,"['Small_Dog', 'Accident']"
324,Brandy,"['Collar', 'Shih_Tzu', 'Others', 'Hair_Combing', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Food_Brand']"
325,Brandy167,"['Others', 'Shih_Tzu']"
